license,name,count
gpl-3.0,Crystal,32
gpl-3.0,Starlark,31
gpl-3.0,XProc,31
gpl-3.0,SMT,30
gpl-3.0,RPC,30
gpl-3.0,CartoCSS,29
gpl-3.0,Ragel,28
gpl-3.0,PureScript,28
gpl-3.0,Agda,27
gpl-3.0,NCL,27
gpl-3.0,DM,27
gpl-3.0,Volt,25
gpl-3.0,Lasso,25
gpl-3.0,MoonScript,25
gpl-3.0,Jasmin,25
gpl-3.0,Propeller Spin,23
gpl-3.0,Pike,23
gpl-3.0,Ren'Py,22
gpl-3.0,RAML,22
gpl-3.0,JSONiq,22
gpl-3.0,Csound,22
gpl-3.0,Arc,21
gpl-3.0,Rascal,21
gpl-3.0,LOLCODE,21
gpl-3.0,Nextflow,20
gpl-3.0,Frege,20
gpl-3.0,Boo,20
gpl-3.0,Idris,19
gpl-3.0,Alloy,19
gpl-3.0,1C Enterprise,19
gpl-3.0,Cool,18
gpl-3.0,Nimrod,18
gpl-3.0,J,18
gpl-3.0,PigLatin,18
gpl-3.0,Component Pascal,17
gpl-3.0,Nu,16
gpl-3.0,Red,15
gpl-3.0,Csound Document,15
gpl-3.0,Papyrus,15
gpl-3.0,Isabelle,14
gpl-3.0,Augeas,14
gpl-3.0,q,14
gpl-3.0,Parrot,14
gpl-3.0,Nemerle,14
gpl-3.0,Jsonnet,13
gpl-3.0,Common Workflow Language,13
gpl-3.0,Csound Score,13
gpl-3.0,Cirru,13
gpl-3.0,KiCad Layout,12
gpl-3.0,ChucK,12
gpl-3.0,mupad,12
gpl-3.0,Turing,12
gpl-3.0,Grammatical Framework,11
gpl-3.0,MQL5,10
gpl-3.0,ATS,10
gpl-3.0,GAMS,10
gpl-3.0,SmPL,10
gpl-3.0,NetLinx,9
gpl-3.0,HyPhy,9
gpl-3.0,Inform 7,9
gpl-3.0,PicoLisp,8
gpl-3.0,IGOR Pro,8
gpl-3.0,Solidity,8
gpl-3.0,Click,8
gpl-3.0,mIRC Script,8
gpl-3.0,V,8
gpl-3.0,Dylan,8
gpl-3.0,REXX,8
gpl-3.0,Bro,8
gpl-3.0,MQL4,8
gpl-3.0,Grace,7
gpl-3.0,Slice,7
gpl-3.0,Logtalk,7
gpl-3.0,YARA,7
gpl-3.0,Pan,6
gpl-3.0,Ceylon,6
gpl-3.0,Monkey,6
gpl-3.0,F*,6
gpl-3.0,Cycript,6
gpl-3.0,APL,6
gpl-3.0,Lean,6
gpl-3.0,Hy,6
gpl-3.0,Asymptote,6
gpl-3.0,BlitzMax,6
gpl-3.0,HiveQL,6
gpl-3.0,CWeb,5
gpl-3.0,Factor,5
gpl-3.0,Xojo,5
gpl-3.0,Mirah,5
gpl-3.0,Opa,5
gpl-3.0,Ox,5
gpl-3.0,ZenScript,5
gpl-3.0,Brightscript,5
gpl-3.0,Oxygene,5
gpl-3.0,NASL,5
gpl-3.0,Ioke,5
gpl-3.0,Chapel,4
gpl-3.0,Zimpl,4
gpl-3.0,Genshi,4
gpl-3.0,ooc,4
gpl-3.0,Glyph,4
gpl-3.0,Faust,4
gpl-3.0,Graphviz (DOT),4
gpl-3.0,Pony,4
gpl-3.0,TLA,4
gpl-3.0,P4,4
gpl-3.0,Zephir,3
gpl-3.0,Reason,3
gpl-3.0,Moocode,3
gpl-3.0,X10,3
gpl-3.0,Zeek,3
gpl-3.0,Modula-3,3
gpl-3.0,Pep8,3
gpl-3.0,Redcode,3
gpl-3.0,Bluespec,3
gpl-3.0,Filebench WML,2
gpl-3.0,Self,2
gpl-3.0,Shen,2
gpl-3.0,Tea,2
gpl-3.0,wdl,2
gpl-3.0,Kit,2
gpl-3.0,Harbour,2
gpl-3.0,Dogescript,2
gpl-3.0,DataWeave,2
gpl-3.0,JFlex,2
gpl-3.0,Nearley,1
gpl-3.0,Dhall,1
gpl-3.0,Wollok,1
gpl-3.0,HolyC,1
gpl-3.0,LFE,1
gpl-3.0,TXL,1
gpl-3.0,PowerBuilder,1
gpl-3.0,RUNOFF,1
gpl-3.0,Charity,1
gpl-3.0,Fantom,1
gpl-3.0,EQ,1
gpl-3.0,Org,1
gpl-3.0,Zig,1
gpl-3.0,Befunge,1
gpl-3.0,GAML,1
gpl-3.0,ECL,1
gpl-3.0,KRL,1
gpl-3.0,Ecl,1
gpl-3.0,TI Program,1
gpl-3.0,Rouge,1
gpl-3.0,DCPU-16 ASM,1
gpl-2.0,Shell,98469
gpl-2.0,JavaScript,92029
gpl-2.0,CSS,79412
gpl-2.0,Python,74592
gpl-2.0,C,70292
gpl-2.0,PHP,69717
gpl-2.0,C++,62709
gpl-2.0,HTML,56242
gpl-2.0,Makefile,41840
gpl-2.0,Perl,39100
gpl-2.0,Java,31742
gpl-2.0,Objective-C,31052
gpl-2.0,Assembly,23267
gpl-2.0,Ruby,19698
gpl-2.0,ApacheConf,15384
gpl-2.0,Awk,14733
gpl-2.0,ASP,14070
gpl-2.0,Scilab,12169
gpl-2.0,C#,11575
gpl-2.0,Groff,10457
gpl-2.0,XSLT,10322
gpl-2.0,Batchfile,10058
gpl-2.0,UnrealScript,9478
gpl-2.0,CMake,8785
gpl-2.0,TeX,8598
gpl-2.0,Yacc,8011
gpl-2.0,VimL,7994
gpl-2.0,Lua,7864
gpl-2.0,Lex,7501
gpl-2.0,SourcePawn,6874
gpl-2.0,R,6514
gpl-2.0,M4,5489
gpl-2.0,Scala,4646
gpl-2.0,Clojure,3772
gpl-2.0,Erlang,3576
gpl-2.0,Go,3543
gpl-2.0,Prolog,3541
gpl-2.0,Emacs Lisp,3303
gpl-2.0,Objective-C++,3301
gpl-2.0,CoffeeScript,3227
gpl-2.0,QMake,3125
gpl-2.0,Smarty,3113
gpl-2.0,Arduino,3054
gpl-2.0,Matlab,2974
gpl-2.0,SuperCollider,2918
gpl-2.0,Bison,2850
gpl-2.0,Roff,2767
gpl-2.0,DOT,2508
gpl-2.0,Tcl,2494
gpl-2.0,Pascal,2209
gpl-2.0,PLpgSQL,2109
gpl-2.0,NSIS,2059
gpl-2.0,Groovy,2053
gpl-2.0,Visual Basic,2013
gpl-2.0,D,1932
gpl-2.0,PowerShell,1770
gpl-2.0,Haskell,1764
gpl-2.0,GLSL,1714
gpl-2.0,Racket,1439
gpl-2.0,GDB,1435
gpl-2.0,Perl6,1379
gpl-2.0,Logos,1285
gpl-2.0,Dockerfile,1271
gpl-2.0,SQLPL,1182
gpl-2.0,ActionScript,1177
gpl-2.0,Scheme,1163
gpl-2.0,PLSQL,1155
gpl-2.0,FORTRAN,1144
gpl-2.0,TypeScript,1098
gpl-2.0,Vim script,1005
gpl-2.0,XML,1003
gpl-2.0,Puppet,987
gpl-2.0,Processing,976
gpl-2.0,Ada,923
gpl-2.0,QML,919
gpl-2.0,OCaml,917
gpl-2.0,M,904
gpl-2.0,Swift,832
gpl-2.0,Gnuplot,829
gpl-2.0,Inno Setup,796
gpl-2.0,IDL,794
gpl-2.0,Common Lisp,777
gpl-2.0,Forth,776
gpl-2.0,GAP,726
gpl-2.0,DIGITAL Command Language,705
gpl-2.0,Jupyter Notebook,694
gpl-2.0,Cucumber,681
gpl-2.0,Rust,647
gpl-2.0,TSQL,636
gpl-2.0,Module Management System,617
gpl-2.0,Haxe,612
gpl-2.0,Verilog,599
gpl-2.0,Vala,568
gpl-2.0,Smalltalk,549
gpl-2.0,PostScript,537
gpl-2.0,SAS,534
gpl-2.0,Nginx,528
gpl-2.0,XS,513
gpl-2.0,DTrace,505
gpl-2.0,Protocol Buffer,490
gpl-2.0,AppleScript,487
gpl-2.0,Mathematica,485
gpl-2.0,Perl 6,476
gpl-2.0,Elixir,474
gpl-2.0,VHDL,472
gpl-2.0,CLIPS,469
gpl-2.0,Rebol,464
gpl-2.0,Hack,453
gpl-2.0,Max,446
gpl-2.0,LiveScript,444
gpl-2.0,Cuda,441
gpl-2.0,Standard ML,431
gpl-2.0,Fortran,428
gpl-2.0,ColdFusion,388
gpl-2.0,Gettext Catalog,386
gpl-2.0,OpenEdge ABL,384
gpl-2.0,Pure Data,382
gpl-2.0,Modelica,357
gpl-2.0,Eagle,353
gpl-2.0,Gherkin,333
gpl-2.0,F#,326
gpl-2.0,Arc,323
gpl-2.0,Eiffel,309
gpl-2.0,XC,291
gpl-2.0,OpenSCAD,291
gpl-2.0,MATLAB,281
gpl-2.0,Brainfuck,265
gpl-2.0,BitBake,258
gpl-2.0,Handlebars,251
gpl-2.0,LLVM,246
gpl-2.0,Meson,244
gpl-2.0,Diff,227
gpl-2.0,Mako,218
gpl-2.0,sed,212
gpl-2.0,SystemVerilog,211
gpl-2.0,SQL,201
gpl-2.0,FLUX,200
gpl-2.0,VCL,192
gpl-2.0,Julia,191
gpl-2.0,POV-Ray SDL,191
gpl-2.0,COBOL,190
gpl-2.0,AutoHotkey,189
gpl-2.0,AGS Script,185
gpl-2.0,HLSL,180
gpl-2.0,SQF,175
gpl-2.0,Kotlin,166
gpl-2.0,Vue,165
gpl-2.0,Stata,164
gpl-2.0,Clarion,160
gpl-2.0,BlitzBasic,159
gpl-2.0,FreeMarker,155
gpl-2.0,KiCad,154
gpl-2.0,Nemerle,152
gpl-2.0,PAWN,134
gpl-2.0,E,133
gpl-2.0,Lasso,133
gpl-2.0,Nix,129
gpl-2.0,AutoIt,128
gpl-2.0,NewLisp,127
gpl-2.0,Mask,126
gpl-2.0,Dart,124
gpl-2.0,Rich Text Format,121
gpl-2.0,Coq,116
gpl-2.0,GDScript,115
gpl-2.0,ANTLR,110
gpl-2.0,xBase,108
gpl-2.0,Delphi,107
gpl-2.0,Click,105
gpl-2.0,Turing,100
gpl-2.0,Mercury,100
gpl-2.0,XQuery,99
gpl-2.0,Io,98
gpl-2.0,Nu,92
gpl-2.0,eC,91
gpl-2.0,Slash,88
gpl-2.0,Limbo,84
gpl-2.0,Augeas,80
gpl-2.0,Raku,78
gpl-2.0,Pan,76
gpl-2.0,Ragel in Ruby Host,76
gpl-2.0,AspectJ,75
gpl-2.0,Squirrel,74
gpl-2.0,Clean,73
gpl-2.0,Thrift,69
gpl-2.0,LilyPond,67
gpl-2.0,Game Maker Language,65
gpl-2.0,SaltStack,63
gpl-2.0,CartoCSS,63
gpl-2.0,AngelScript,61
gpl-2.0,Elm,61
gpl-2.0,EmberScript,61
gpl-2.0,PicoLisp,59
gpl-2.0,VBScript,57
gpl-2.0,Pawn,56
gpl-2.0,PureBasic,56
gpl-2.0,AMPL,55
gpl-2.0,LSL,54
gpl-2.0,nesC,53
gpl-2.0,Objective-J,53
gpl-2.0,Gosu,52
gpl-2.0,Component Pascal,51
gpl-2.0,Liquid,51
gpl-2.0,SWIG,50
gpl-2.0,GCC Machine Description,50
gpl-2.0,Web Ontology Language,50
gpl-2.0,HCL,50
gpl-2.0,Frege,47
gpl-2.0,API Blueprint,45
gpl-2.0,ABAP,45
gpl-2.0,RenderScript,45
gpl-2.0,Terra,44
gpl-2.0,JSONiq,44
gpl-2.0,SmPL,44
gpl-2.0,Zephir,42
gpl-2.0,ShaderLab,40
gpl-2.0,VBA,37
gpl-2.0,Apex,36
gpl-2.0,RobotFramework,34
gpl-2.0,Cirru,34
gpl-2.0,Isabelle,32
gpl-2.0,Graphviz (DOT),32
gpl-2.0,RPC,31
gpl-2.0,PigLatin,31
gpl-2.0,RAML,29
gpl-2.0,Boo,28
gpl-2.0,Pike,28
gpl-2.0,Volt,28
gpl-2.0,MAXScript,28
gpl-2.0,Jasmin,27
gpl-2.0,Redcode,27
gpl-2.0,YASnippet,26
gpl-2.0,Ragel,26
gpl-2.0,Genshi,25
gpl-2.0,Xtend,25
gpl-2.0,Lean,23
gpl-2.0,Kit,23
gpl-2.0,IGOR Pro,20
gpl-2.0,LabVIEW,20
gpl-2.0,NetLogo,19
gpl-2.0,SRecode Template,19
gpl-2.0,ChucK,19
gpl-2.0,Red,18
gpl-2.0,Nimrod,18
gpl-2.0,CWeb,16
gpl-2.0,DM,16
gpl-2.0,Bro,15
gpl-2.0,TXL,15
gpl-2.0,Csound,15
gpl-2.0,Rascal,14
gpl-2.0,SMT,14
gpl-2.0,Visual Basic .NET,13
gpl-2.0,MoonScript,13
gpl-2.0,mIRC Script,13
gpl-2.0,Parrot,13
gpl-2.0,G-code,13
gpl-2.0,Crystal,13
gpl-2.0,J,12
gpl-2.0,Self,12
gpl-2.0,WebAssembly,12
gpl-2.0,Alloy,12
gpl-2.0,Stan,12
gpl-2.0,Metal,12
gpl-2.0,REXX,12
gpl-2.0,LOLCODE,11
gpl-2.0,Harbour,11
gpl-2.0,Myghty,11
gpl-2.0,Fancy,11
gpl-2.0,Starlark,11
gpl-2.0,KiCad Layout,10
gpl-2.0,Vim Snippet,10
gpl-2.0,1C Enterprise,10
gpl-2.0,Fantom,10
gpl-2.0,mupad,9
gpl-2.0,ooc,9
gpl-2.0,Brightscript,9
gpl-2.0,APL,9
gpl-2.0,Csound Document,9
gpl-2.0,Chapel,9
gpl-2.0,Smali,8
gpl-2.0,NCL,8
gpl-2.0,Papyrus,8
gpl-2.0,Modula-2,8
gpl-2.0,Cycript,8
gpl-2.0,Propeller Spin,8
gpl-2.0,Oxygene,8
gpl-2.0,Agda,8
gpl-2.0,GAMS,8
gpl-2.0,JFlex,7
gpl-2.0,PureScript,7
gpl-2.0,Opa,7
gpl-2.0,Hy,7
gpl-2.0,Nim,7
gpl-2.0,Dylan,7
gpl-2.0,Logtalk,7
gpl-2.0,BlitzMax,6
gpl-2.0,Faust,6
gpl-2.0,Cap'n Proto,6
gpl-2.0,YARA,6
gpl-2.0,Factor,6
gpl-2.0,Ceylon,6
gpl-2.0,Cool,5
gpl-2.0,Csound Score,5
gpl-2.0,Inform 7,5
gpl-2.0,F*,5
gpl-2.0,Idris,5
gpl-2.0,RUNOFF,4
gpl-2.0,Slice,4
gpl-2.0,Modula-3,4
gpl-2.0,Grammatical Framework,4
gpl-2.0,XProc,4
gpl-2.0,Oz,4
gpl-2.0,Twig,3
gpl-2.0,KRL,3
